Unnamed: 0,Rating,Jurisdiction,Charges,Days_of_disposal,City,Years_of_Experience,Type_of_Lawyer,Languages,Pro_bono,Lawyer Names,Lawfirms,Demography,Gender
1544,,District Court,399,90.0,['Hyderabad'],3,"['Real Estate', 'Civil', 'Human Rights']","['Kannada', 'Hindi', 'Malayalam']",yes,Samaira Yadav,"['Venkatesh', 'Rao', 'Hegde']",Small Businesses.,Female
1545,1.0,High Court,111,112.0,['Kolkata'],20,"['Real Estate', 'Intellectual Property', 'Media and Entertainment']","['Bengali', 'Kannada', 'Tamil']",no,Samar Bail,"['M', 'al', 'Kade', 'Guha']",Individuals.,Male
1546,5.0,Specialized Court,267,102.0,['Delhi'],2,"['Media and Entertainment', 'Constitutional', 'Intellectual Property']","['Punjabi', 'Assamese', 'Odia']",yes,Samar Bhatnagar,"['Sura', 'Chowdhury', 'Shere']",Small Businesses.,Male
1547,,Supreme Court,442,90.0,['Chennai'],18,"['Criminal', 'Intellectual Property', 'Banking and Finance']","['Telugu', 'Bengali', 'Punjabi']",no,Samar Chandran,['Dugal Group'],Small Businesses.,Male
1548,,Supreme Court,494,90.0,['Chennai'],7,"['Intellectual Property', 'Tax', 'Real Estate']","['Assamese', 'Odia', 'Tamil']",yes,Samar Chaudhari,['Cheema Group'],Small Businesses.,Male
1549,5.0,High Court,437,74.0,['Mumbai'],8,"['Corporate', 'Family', 'Civil']","['Marathi', 'Malayalam']",no,Samar Garde,['Seth-Grewal'],Individuals.,Male
1550,4.0,District Court,443,93.0,['Mumbai'],20,"['Constitutional', 'Environmental', 'Human Rights']","['Punjabi', 'Assamese']",yes,Samar Garg,"['Sidhu', 'Khanna', 'Khanna']",Individuals.,Male
1551,5.0,Supreme Court,354,91.0,['Mumbai'],24,"['Intellectual Property', 'Banking and Finance', 'Intellectual Property']","['Kannada', 'Marathi']",no,Samar Kothari,"['Bakshi', 'Atwal', 'Venkataraman']",Individuals.,Male
1552,5.0,High Court,154,99.0,['Bangalore'],28,"['Tax', 'Human Rights', 'Criminal']","['Kannada', 'Telugu', 'Malayalam']",yes,Samar Kurian,['Wason LLC'],Small Businesses.,Male
1553,,District Court,297,90.0,['Delhi'],15,"['Constitutional', 'Consumer Protection', 'Criminal']","['Assamese', 'Gujarati']",no,Samar Lanka,"['Tara', 'Banik', 'Kakar']",Large Corporations.,Male
1554,2.0,District Court,396,86.0,['Mumbai'],8,"['Human Rights', 'Consumer Protection', 'Consumer Protection']","['Kannada', 'Gujarati', 'Malayalam']",yes,Samar Roy,"['Divan', 'Biswas', 'Bahl']",Small Businesses.,Male
1555,1.0,Specialized Court,187,95.0,['Mumbai'],4,"['Immigration', 'Real Estate', 'Labor']","['Assamese', 'Gujarati', 'Hindi']",no,Samar Sarin,['Badal-Borra'],Individuals.,Male
1556,3.0,Supreme Court,164,110.0,['Delhi'],14,"['Intellectual Property', 'Intellectual Property', 'Consumer Protection']","['Assamese', 'Odia', 'Malayalam']",no,Samarth Bhatt,['Sami Ltd'],Large Corporations.,Male
1557,4.0,Specialized Court,361,78.0,['Delhi'],24,"['Banking and Finance', 'Intellectual Property', 'Human Rights']","['Gujarati', 'Malayalam']",no,Samarth Das,"['Raval', 'Thaman', 'Rama']",Large Corporations.,Male
1558,4.0,District Court,184,74.0,['Chennai'],5,"['Corporate', 'Intellectual Property', 'Tax']","['Kannada', 'Malayalam']",yes,Samarth De,['Kant Inc'],Individuals.,Male
1559,2.0,High Court,80,95.0,['Mumbai'],2,"['Consumer Protection', 'Real Estate', 'Medical']","['Kannada', 'Assamese', 'Tamil']",no,Samarth Din,['Karpe-Chowdhury'],Large Corporations.,Male
1560,,High Court,225,90.0,['Kolkata'],15,"['Medical', 'Family', 'Medical']","['Bengali', 'Telugu', 'Kannada']",yes,Samarth Gaba,"['Ramesh', 'Sons']",Large Corporations.,Male
1561,3.0,District Court,344,95.0,['Bangalore'],12,"['Real Estate', 'Media and Entertainment', 'Family']","['Gujarati', 'Tamil']",no,Samarth Gade,"['Arora-H', 'a']",Large Corporations.,Male
1562,2.0,Specialized Court,326,121.0,['Delhi'],2,"['Media and Entertainment', 'Labor', 'Human Rights']","['Marathi', 'Urdu', 'Malayalam']",no,Samarth Hari,['Mane-Kashyap'],Small Businesses.,Male
1563,,High Court,333,90.0,['Hyderabad'],10,"['Corporate', 'Banking and Finance', 'Human Rights']","['Bengali', 'Malayalam']",no,Samarth Sami,"['Raja', 'Dewan', 'Bhalla']",Small Businesses.,Male
1564,4.0,High Court,89,95.0,['Chennai'],29,"['Human Rights', 'Criminal', 'Human Rights']","['Marathi', 'Tamil', 'Hindi']",yes,Samarth Sodhi,"['Ratti', 'Agate', 'Sant']",Large Corporations.,Male
1565,4.0,Supreme Court,161,100.0,['Delhi'],1,"['Intellectual Property', 'Real Estate', 'Tax']","['Marathi', 'Gujarati', 'Tamil']",yes,Samarth Tella,['Raju LLC'],Small Businesses.,Male
1566,5.0,High Court,93,101.0,['Mumbai'],23,"['Intellectual Property', 'Corporate', 'Environmental']","['Telugu', 'Hindi', 'Odia']",yes,Samiha Ben,['Gera Group'],Large Corporations.,Female
1567,,High Court,459,90.0,['Delhi'],5,"['Media and Entertainment', 'Intellectual Property', 'Corporate']","['Bengali', 'Kannada', 'Tamil']",no,Samiha Bhakta,"['Batra', 'Chawla', 'Bose']",Large Corporations.,Female
1568,1.0,District Court,103,69.0,['Bangalore'],12,"['Criminal', 'Consumer Protection', 'Civil']","['Telugu', 'Bengali', 'Odia']",no,Samiha Gokhale,"['Sethi', 'Rastogi', 'Baral']",Individuals.,Female
1569,2.0,Specialized Court,356,94.0,['Mumbai'],18,"['Family', 'Intellectual Property', 'Real Estate']","['Bengali', 'Assamese', 'Punjabi']",no,Samiha Kala,['Hans-Choudhary'],Small Businesses.,Female
1570,,Supreme Court,153,90.0,['Bangalore'],7,"['Media and Entertainment', 'Medical', 'Consumer Protection']","['Odia', 'Tamil', 'Malayalam']",yes,Samiha Saha,"['Dubey', 'Sons']",Individuals.,Female
1571,1.0,Supreme Court,343,97.0,['Mumbai'],24,"['Labor', 'Family', 'Family']","['Assamese', 'Urdu']",yes,Samiha Toor,['Raman-Bassi'],Small Businesses.,Female
1572,,Supreme Court,155,90.0,['Hyderabad'],17,"['Family', 'Environmental', 'Media and Entertainment']","['Hindi', 'Odia']",yes,Samiha Wali,['Vyas-Mammen'],Large Corporations.,Female
1573,,District Court,220,90.0,['Mumbai'],23,"['Criminal', 'Real Estate', 'Real Estate']","['Kannada', 'Malayalam', 'Punjabi']",no,Sana Chauhan,['Wali Group'],Large Corporations.,Male
1574,5.0,High Court,215,113.0,['Chennai'],22,"['Criminal', 'Constitutional', 'Family']","['Hindi', 'Odia']",yes,Sana De,"['Bassi', 'Kar', 'Gour']",Individuals.,Male
1575,2.0,District Court,121,78.0,['Bangalore'],22,"['Constitutional', 'Tax', 'Immigration']","['Bengali', 'Marathi', 'Tamil']",yes,Sana Din,['Desai Inc'],Individuals.,Male
1576,5.0,Supreme Court,421,82.0,['Kolkata'],1,"['Intellectual Property', 'Labor', 'Corporate']","['Bengali', 'Marathi', 'Odia']",yes,Sana Iyengar,['Mann PLC'],Individuals.,Male
1577,1.0,High Court,193,87.0,['Mumbai'],12,"['Real Estate', 'Media and Entertainment', 'Tax']","['Gujarati', 'Tamil']",yes,Sana Sachdev,"['Ramach', 'ran', 'Ravel', 'Bala']",Large Corporations.,Male
1578,5.0,High Court,212,61.0,['Kolkata'],11,"['Corporate', 'Constitutional', 'Constitutional']",['Telugu'],yes,Sana Thaker,['Sule Group'],Large Corporations.,Male
1579,3.0,Supreme Court,331,91.0,['Delhi'],26,"['Civil', 'Labor', 'Labor']","['Punjabi', 'Urdu', 'Malayalam']",yes,Sana Varughese,['Bassi-Saraf'],Large Corporations.,Male
1580,1.0,Specialized Court,279,100.0,['Bangalore'],2,"['Tax', 'Constitutional', 'Immigration']","['Kannada', 'Bengali', 'Tamil']",no,Sara Kant,['Cheema-Khosla'],Large Corporations.,Female
1581,4.0,Specialized Court,135,70.0,['Delhi'],3,"['Labor', 'Environmental', 'Media and Entertainment']","['Bengali', 'Urdu', 'Punjabi']",no,Sara Sami,['Vasa-Balay'],Individuals.,Female
1582,,District Court,235,90.0,['Hyderabad'],15,"['Immigration', 'Family', 'Real Estate']","['Telugu', 'Gujarati', 'Malayalam']",yes,Sara Thaker,"['Badami', 'Badami', 'Bhargava']",Large Corporations.,Female
1583,5.0,Supreme Court,139,109.0,['Mumbai'],24,"['Tax', 'Medical', 'Human Rights']","['Gujarati', 'Marathi']",yes,Seher Buch,['Raju-Arora'],Large Corporations.,Female
1584,1.0,High Court,487,129.0,['Delhi'],18,"['Family', 'Family', 'Constitutional']","['Marathi', 'Hindi', 'Urdu']",no,Seher Gupta,"['Kalita', 'Iyer', 'Subramanian']",Large Corporations.,Female
1585,4.0,District Court,129,92.0,['Hyderabad'],8,"['Family', 'Human Rights', 'Constitutional']","['Kannada', 'Assamese']",no,Seher Sandal,['Bir-Malhotra'],Small Businesses.,Female
1586,3.0,Supreme Court,374,76.0,['Kolkata'],5,"['Human Rights', 'Immigration', 'Media and Entertainment']","['Gujarati', 'Urdu']",no,Seher Sarma,['Hari-Apte'],Large Corporations.,Female
1587,4.0,Specialized Court,107,84.0,['Hyderabad'],4,"['Labor', 'Immigration', 'Real Estate']","['Tamil', 'Malayalam']",yes,Seher Tata,"['Suri', 'Karan', 'Thakkar']",Individuals.,Female
1588,2.0,District Court,138,86.0,['Bangalore'],25,"['Corporate', 'Immigration', 'Human Rights']","['Telugu', 'Odia', 'Malayalam']",yes,Shaan Bhargava,"['M', '', 'Iyengar', 'Zacharia']",Small Businesses.,Male
1589,2.0,Specialized Court,64,99.0,['Hyderabad'],23,"['Consumer Protection', 'Family', 'Media and Entertainment']","['Punjabi', 'Kannada', 'Tamil']",no,Shaan Dhar,"['Kalita', 'Walla', 'Sant']",Individuals.,Male
1590,1.0,Specialized Court,161,93.0,['Delhi'],3,"['Constitutional', 'Intellectual Property', 'Labor']","['Assamese', 'Malayalam']",yes,Shaan Dugar,"['T', 'on-Malhotra']",Small Businesses.,Male
1591,5.0,High Court,104,81.0,['Bangalore'],12,"['Labor', 'Consumer Protection', 'Tax']","['Telugu', 'Odia', 'Tamil']",yes,Shaan Kadakia,['Salvi-Luthra'],Individuals.,Male
1592,2.0,High Court,168,107.0,['Kolkata'],11,"['Consumer Protection', 'Tax', 'Criminal']","['Punjabi', 'Telugu', 'Assamese']",yes,Shaan Kanda,"['Bedi', 'Goyal', 'Kapadia']",Individuals.,Male
1593,3.0,High Court,186,91.0,['Mumbai'],22,"['Tax', 'Immigration', 'Human Rights']","['Telugu', 'Odia', 'Tamil']",no,Shaan Mane,['Ganesan Ltd'],Large Corporations.,Male
1594,,District Court,274,90.0,['Kolkata'],27,"['Corporate', 'Real Estate', 'Labor']","['Punjabi', 'Odia', 'Urdu']",no,Shaan Sama,['Chowdhury-Shere'],Large Corporations.,Male
1595,4.0,Specialized Court,500,73.0,['Chennai'],12,"['Consumer Protection', 'Criminal', 'Human Rights']","['Marathi', 'Tamil', 'Hindi']",yes,Shaan Soni,"['Raj', 'Tailor', 'Gopal']",Large Corporations.,Male
1596,2.0,Supreme Court,343,67.0,['Bangalore'],12,"['Labor', 'Consumer Protection', 'Constitutional']","['Bengali', 'Tamil', 'Malayalam']",yes,Shalv Bhasin,"['Bhatt', 'Arya', 'Sharaf']",Individuals.,Male
1597,4.0,Supreme Court,76,105.0,['Delhi'],22,"['Banking and Finance', 'Immigration', 'Corporate']","['Bengali', 'Marathi', 'Odia']",yes,Shalv Chawla,['Borah LLC'],Large Corporations.,Male
1598,4.0,District Court,68,77.0,['Mumbai'],8,"['Family', 'Tax', 'Media and Entertainment']","['Punjabi', 'Assamese']",yes,Shalv Dutt,"['Konda', 'Maharaj', 'Choudhary']",Small Businesses.,Male
1599,2.0,Supreme Court,367,84.0,['Delhi'],17,"['Labor', 'Medical', 'Immigration']","['Kannada', 'Telugu', 'Assamese']",yes,Shalv Edwin,['Hegde-Sarraf'],Large Corporations.,Male
1600,2.0,Specialized Court,270,79.0,['Delhi'],24,"['Environmental', 'Tax', 'Tax']","['Assamese', 'Gujarati', 'Odia']",yes,Shalv Gade,"['Virk-Ch', 'ran']",Small Businesses.,Male
1601,4.0,Supreme Court,136,99.0,['Hyderabad'],27,"['Labor', 'Real Estate', 'Consumer Protection']","['Telugu', 'Punjabi', 'Malayalam']",no,Shalv Guha,['Garg-Dara'],Individuals.,Male
1602,4.0,Supreme Court,472,93.0,['Hyderabad'],1,"['Tax', 'Human Rights', 'Tax']","['Punjabi', 'Kannada', 'Marathi']",yes,Shalv Lata,['Koshy-Keer'],Individuals.,Male
1603,4.0,District Court,411,90.0,['Delhi'],26,"['Tax', 'Human Rights', 'Real Estate']","['Telugu', 'Urdu']",no,Shamik Aggarwal,['Barman PLC'],Small Businesses.,Male
1604,5.0,Specialized Court,438,81.0,['Chennai'],22,"['Banking and Finance', 'Tax', 'Intellectual Property']","['Punjabi', 'Marathi', 'Hindi']",no,Shamik Chad,"['Tank', 'Bobal', 'Badami']",Individuals.,Male
1605,2.0,High Court,202,86.0,['Bangalore'],8,"['Civil', 'Consumer Protection', 'Real Estate']","['Assamese', 'Kannada', 'Odia']",yes,Shamik Chahal,['Tiwari PLC'],Small Businesses.,Male
1606,5.0,High Court,454,77.0,['Hyderabad'],21,"['Consumer Protection', 'Immigration', 'Real Estate']","['Telugu', 'Marathi', 'Hindi']",yes,Shamik Chandra,"['Bir', 'Srinivasan', 'Bala']",Small Businesses.,Male
1607,,District Court,348,90.0,['Chennai'],11,"['Media and Entertainment', 'Intellectual Property', 'Labor']","['Bengali', 'Hindi', 'Tamil']",yes,Shamik Chaudhuri,['Dave Ltd'],Large Corporations.,Male
1608,3.0,Supreme Court,112,122.0,['Delhi'],21,"['Criminal', 'Constitutional', 'Media and Entertainment']","['Telugu', 'Bengali', 'Marathi']",no,Shamik Ganesh,['Aggarwal-Bansal'],Small Businesses.,Male
1609,5.0,Specialized Court,255,117.0,['Chennai'],5,"['Tax', 'Environmental', 'Intellectual Property']","['Kannada', 'Tamil']",yes,Shamik Halder,"['Sha', 'Sons']",Small Businesses.,Male
1610,5.0,District Court,84,71.0,['Hyderabad'],26,"['Real Estate', 'Media and Entertainment', 'Immigration']","['Telugu', 'Bengali', 'Malayalam']",yes,Shamik Kamdar,['Virk LLC'],Individuals.,Male
1611,2.0,Specialized Court,167,95.0,['Delhi'],1,"['Banking and Finance', 'Intellectual Property', 'Medical']","['Punjabi', 'Telugu', 'Kannada']",no,Shamik Keer,"['Bumb', 'Raju', 'Lad']",Small Businesses.,Male
1612,5.0,High Court,141,68.0,['Kolkata'],7,"['Consumer Protection', 'Labor', 'Corporate']","['Assamese', 'Urdu', 'Tamil']",yes,Shamik Mahal,"['M', 'er-Mannan']",Small Businesses.,Male
1613,5.0,High Court,402,118.0,['Hyderabad'],11,"['Intellectual Property', 'Corporate', 'Consumer Protection']","['Punjabi', 'Bengali', 'Telugu']",no,Shamik Sama,"['Kala', 'Basak', 'Thakkar']",Small Businesses.,Male
1614,5.0,Supreme Court,359,82.0,['Kolkata'],2,"['Immigration', 'Intellectual Property', 'Intellectual Property']","['Punjabi', 'Kannada', 'Gujarati']",yes,Shamik Seth,"['Mahal-M', 'er']",Small Businesses.,Male
1615,5.0,District Court,498,91.0,['Delhi'],16,"['Media and Entertainment', 'Medical', 'Constitutional']","['Gujarati', 'Odia', 'Hindi']",yes,Shamik Sibal,['Bhatt Group'],Large Corporations.,Male
1616,5.0,District Court,55,101.0,['Chennai'],5,"['Banking and Finance', 'Real Estate', 'Family']","['Punjabi', 'Marathi', 'Odia']",no,Shamik Thaman,['Vala Ltd'],Large Corporations.,Male
1617,3.0,High Court,337,74.0,['Delhi'],16,"['Tax', 'Criminal', 'Medical']","['Kannada', 'Telugu', 'Malayalam']",no,Shamik Tripathi,"['Bhatia', 'Vig', 'Dara']",Individuals.,Male
1618,2.0,Supreme Court,306,95.0,['Mumbai'],3,"['Media and Entertainment', 'Real Estate', 'Labor']","['Bengali', 'Gujarati', 'Malayalam']",no,Shamik Wali,"['Bhardwaj', 'Sons']",Individuals.,Male
1619,2.0,District Court,470,81.0,['Bangalore'],9,"['Constitutional', 'Tax', 'Civil']","['Assamese', 'Marathi', 'Urdu']",no,Shamik Yogi,['Atwal-Jain'],Small Businesses.,Male
1620,2.0,District Court,178,95.0,['Bangalore'],22,"['Constitutional', 'Tax', 'Constitutional']","['Assamese', 'Gujarati', 'Punjabi']",no,Shanaya Ahluwalia,"['Lad', 'Bera', 'Chakrabarti']",Small Businesses.,Female
1621,5.0,Supreme Court,90,84.0,['Mumbai'],2,"['Intellectual Property', 'Civil', 'Immigration']","['Bengali', 'Marathi', 'Tamil']",no,Shanaya Chada,"['Dewan', 'Sons']",Small Businesses.,Female
1622,3.0,Specialized Court,111,104.0,['Bangalore'],26,"['Civil', 'Corporate', 'Medical']","['Assamese', 'Bengali']",no,Shanaya Chakrabarti,['Swamy LLC'],Individuals.,Female
1623,2.0,Specialized Court,379,104.0,['Delhi'],2,"['Banking and Finance', 'Tax', 'Media and Entertainment']","['Bengali', 'Telugu', 'Tamil']",no,Shanaya Dasgupta,['Dube Group'],Large Corporations.,Female
1624,,Supreme Court,314,90.0,['Delhi'],4,"['Immigration', 'Corporate', 'Medical']","['Assamese', 'Gujarati', 'Urdu']",no,Shanaya Golla,"['Arora', 'Chada', 'Wagle']",Large Corporations.,Female
1625,5.0,High Court,420,102.0,['Chennai'],17,"['Real Estate', 'Criminal', 'Family']","['Telugu', 'Malayalam']",yes,Shanaya Mangat,['Master LLC'],Individuals.,Female
1626,5.0,High Court,93,87.0,['Hyderabad'],15,"['Family', 'Civil', 'Intellectual Property']","['Assamese', 'Gujarati', 'Marathi']",yes,Shanaya Sachdev,['Vora-Behl'],Small Businesses.,Female
1627,,High Court,176,90.0,['Kolkata'],5,"['Intellectual Property', 'Media and Entertainment', 'Intellectual Property']","['Bengali', 'Marathi', 'Malayalam']",yes,Shanaya Suri,['Garde PLC'],Small Businesses.,Female
1628,1.0,Specialized Court,128,82.0,['Chennai'],7,"['Constitutional', 'Criminal', 'Media and Entertainment']","['Assamese', 'Bengali', 'Odia']",yes,Shayak Ben,[],Individuals.,Male
1629,5.0,High Court,223,102.0,['Delhi'],8,"['Media and Entertainment', 'Real Estate', 'Human Rights']","['Bengali', 'Gujarati', 'Urdu']",no,Shayak Chanda,['Ratta'],Large Corporations.,Male
1630,3.0,High Court,323,86.0,['Delhi'],15,"['Family', 'Immigration', 'Corporate']","['Telugu', 'Tamil', 'Malayalam']",no,Shayak Chawla,"['Krishna', 'Sama', 'Mani']",Large Corporations.,Male
1631,3.0,District Court,249,114.0,['Chennai'],10,"['Tax', 'Real Estate', 'Criminal']","['Assamese', 'Telugu', 'Malayalam']",yes,Shayak Dasgupta,"['Comar', 'Wable', 'Devan']",Individuals.,Male
1632,5.0,Specialized Court,105,91.0,['Delhi'],27,"['Family', 'Human Rights', 'Banking and Finance']","['Kannada', 'Hindi']",yes,Shayak Kant,['Yadav-Kunda'],Individuals.,Male
1633,4.0,High Court,475,93.0,['Mumbai'],12,"['Consumer Protection', 'Media and Entertainment', 'Constitutional']","['Kannada', 'Gujarati', 'Malayalam']",no,Shayak Wable,['Dube Ltd'],Individuals.,Male
1634,2.0,High Court,485,90.0,['Mumbai'],21,"['Family', 'Environmental', 'Constitutional']","['Punjabi', 'Odia', 'Urdu']",yes,Shlok Baria,['Goyal-Amble'],Individuals.,Male
1635,3.0,High Court,125,90.0,['Mumbai'],12,"['Media and Entertainment', 'Criminal', 'Criminal']","['Bengali', 'Tamil']",no,Shlok Mangal,"['Viswanathan', 'Dhar', 'Kata']",Large Corporations.,Male
1636,2.0,Supreme Court,427,102.0,['Hyderabad'],28,"['Media and Entertainment', 'Media and Entertainment', 'Banking and Finance']","['Telugu', 'Kannada', 'Tamil']",no,Shlok Mangat,"['Dani', 'Gour', 'Rege']",Individuals.,Male
1637,1.0,High Court,214,68.0,['Chennai'],16,"['Banking and Finance', 'Corporate', 'Immigration']","['Punjabi', 'Gujarati', 'Malayalam']",yes,Shlok Ratti,['Jani-Wadhwa'],Large Corporations.,Male
1638,1.0,District Court,388,86.0,['Hyderabad'],25,"['Human Rights', 'Criminal', 'Corporate']","['Punjabi', 'Odia', 'Urdu']",no,Shlok Subramaniam,['Bhattacharyya-Chaudhary'],Individuals.,Male
1639,,District Court,487,90.0,['Chennai'],18,"['Family', 'Media and Entertainment', 'Human Rights']","['Kannada', 'Hindi', 'Urdu']",no,Shlok Tak,['Krishnamurthy-Golla'],Large Corporations.,Male
1640,4.0,District Court,293,100.0,['Mumbai'],9,"['Human Rights', 'Real Estate', 'Banking and Finance']","['Telugu', 'Bengali', 'Marathi']",yes,Shlok Upadhyay,['Chhabra-Deol'],Small Businesses.,Male
1641,4.0,Specialized Court,397,94.0,['Kolkata'],23,"['Labor', 'Constitutional', 'Tax']","['Telugu', 'Malayalam']",yes,Shray Devan,"['M', 'al', 'Sathe', 'Kaur']",Large Corporations.,Male
1642,,Specialized Court,243,90.0,['Delhi'],9,"['Banking and Finance', 'Family', 'Media and Entertainment']","['Hindi', 'Tamil', 'Malayalam']",no,Shray Gupta,"['Divan', 'Chopra', 'Mammen']",Small Businesses.,Male
1643,2.0,High Court,416,81.0,['Delhi'],12,"['Family', 'Tax', 'Medical']","['Punjabi', 'Gujarati', 'Urdu']",no,Shray Roy,"['Lata', 'Mangal', 'Sawhney']",Small Businesses.,Male
1644,2.0,Supreme Court,233,110.0,['Chennai'],17,"['Medical', 'Civil', 'Corporate']","['Gujarati', 'Hindi', 'Urdu']",yes,Shray Sami,"['Gill', 'Khare', 'Balakrishnan']",Small Businesses.,Male
1645,5.0,District Court,110,99.0,['Chennai'],24,"['Banking and Finance', 'Media and Entertainment', 'Real Estate']","['Assamese', 'Gujarati']",yes,Shray Sampath,"['Varkey', 'Maharaj', 'Sem']",Large Corporations.,Male
1646,2.0,High Court,246,88.0,['Bangalore'],4,"['Constitutional', 'Human Rights', 'Intellectual Property']","['Gujarati', 'Hindi', 'Malayalam']",yes,Shray Sura,['Sachar Group'],Small Businesses.,Male
1647,3.0,Supreme Court,244,90.0,['Bangalore'],29,"['Civil', 'Immigration', 'Criminal']","['Punjabi', 'Gujarati', 'Malayalam']",no,Siya Bath,['Biswas Inc'],Large Corporations.,Female
1648,4.0,Supreme Court,209,102.0,['Chennai'],8,"['Real Estate', 'Immigration', 'Labor']","['Kannada', 'Bengali', 'Gujarati']",no,Siya Bera,['Krishnan Ltd'],Large Corporations.,Female
1649,1.0,Specialized Court,149,101.0,['Mumbai'],17,"['Labor', 'Intellectual Property', 'Consumer Protection']","['Punjabi', 'Hindi', 'Odia']",no,Siya Golla,['Bajwa-Salvi'],Individuals.,Female
1650,1.0,High Court,78,93.0,['Kolkata'],1,"['Consumer Protection', 'Human Rights', 'Medical']","['Gujarati', 'Urdu', 'Hindi']",yes,Siya Issac,"['Bera', 'Sons']",Small Businesses.,Female
1651,3.0,High Court,415,92.0,['Kolkata'],7,"['Environmental', 'Civil', 'Family']","['Gujarati', 'Hindi', 'Malayalam']",yes,Siya Kalla,['Bora Group'],Large Corporations.,Female
1652,,Specialized Court,302,90.0,['Chennai'],13,"['Civil', 'Medical', 'Banking and Finance']","['Kannada', 'Marathi']",yes,Siya Karan,['Sheth-Varghese'],Small Businesses.,Female
1653,,Specialized Court,202,90.0,['Kolkata'],5,"['Media and Entertainment', 'Corporate', 'Constitutional']","['Telugu', 'Hindi']",no,Siya Krish,"['Choudhry', 'Kapur', 'Hegde']",Individuals.,Female
1654,4.0,High Court,169,91.0,['Bangalore'],10,"['Intellectual Property', 'Human Rights', 'Consumer Protection']","['Telugu', 'Hindi', 'Tamil']",yes,Siya Shetty,['Wali-Magar'],Small Businesses.,Female
1655,1.0,Specialized Court,372,102.0,['Chennai'],25,"['Family', 'Environmental', 'Labor']","['Punjabi', 'Gujarati']",yes,Stuvan Cheema,"['Sarraf', 'Sons']",Large Corporations.,Male
1656,1.0,High Court,412,98.0,['Delhi'],8,"['Consumer Protection', 'Constitutional', 'Family']","['Assamese', 'Telugu', 'Marathi']",yes,Stuvan Cherian,['Choudhry Ltd'],Large Corporations.,Male
1657,3.0,High Court,421,74.0,['Kolkata'],17,"['Media and Entertainment', 'Corporate', 'Intellectual Property']","['Gujarati', 'Odia', 'Hindi']",yes,Stuvan Comar,['Karpe Inc'],Large Corporations.,Male
1658,2.0,Specialized Court,469,101.0,['Bangalore'],15,"['Intellectual Property', 'Consumer Protection', 'Media and Entertainment']","['Assamese', 'Urdu', 'Malayalam']",no,Stuvan Dora,"['Bawa', 'Sons']",Individuals.,Male
1659,4.0,High Court,174,102.0,['Kolkata'],28,"['Medical', 'Labor', 'Consumer Protection']","['Punjabi', 'Hindi', 'Malayalam']",no,Stuvan Keer,"['Hayre', 'Amble', 'Bawa']",Small Businesses.,Male
1660,2.0,High Court,99,112.0,['Hyderabad'],26,"['Tax', 'Family', 'Immigration']","['Assamese', 'Urdu', 'Tamil']",no,Stuvan Kota,"['S', 'al', 'Tak', 'Maharaj']",Large Corporations.,Male
1661,3.0,Specialized Court,179,85.0,['Kolkata'],23,"['Media and Entertainment', 'Real Estate', 'Constitutional']","['Telugu', 'Malayalam', 'Punjabi']",yes,Stuvan Krish,['Varughese-Ben'],Small Businesses.,Male
1662,5.0,Supreme Court,343,92.0,['Chennai'],23,"['Real Estate', 'Criminal', 'Intellectual Property']","['Hindi', 'Urdu', 'Malayalam']",no,Stuvan Mani,['Keer PLC'],Large Corporations.,Male
1663,5.0,High Court,224,88.0,['Delhi'],15,"['Intellectual Property', 'Human Rights', 'Criminal']","['Bengali', 'Marathi', 'Odia']",yes,Stuvan Rajagopal,['Ganesh Inc'],Individuals.,Male
1664,2.0,District Court,483,53.0,['Bangalore'],24,"['Intellectual Property', 'Labor', 'Immigration']","['Assamese', 'Odia', 'Punjabi']",yes,Stuvan Raju,['Barman Ltd'],Small Businesses.,Male
1665,1.0,District Court,248,91.0,['Delhi'],29,"['Banking and Finance', 'Environmental', 'Tax']","['Bengali', 'Gujarati', 'Odia']",no,Stuvan Sane,"['Golla', 'Anne', 'Iyengar']",Large Corporations.,Male
1666,3.0,Specialized Court,122,93.0,['Kolkata'],25,"['Corporate', 'Corporate', 'Tax']","['Telugu', 'Odia', 'Malayalam']",no,Stuvan Shan,"['Vig', 'Balakrishnan', 'Behl']",Individuals.,Male
1667,1.0,District Court,288,114.0,['Chennai'],5,"['Criminal', 'Civil', 'Constitutional']","['Telugu', 'Bengali', 'Marathi']",yes,Stuvan Talwar,['Rama-Chada'],Individuals.,Male
1668,,District Court,411,90.0,['Mumbai'],14,"['Real Estate', 'Family', 'Tax']","['Bengali', 'Tamil', 'Urdu']",yes,Suhana Bains,['Jha Group'],Individuals.,Female
1669,5.0,High Court,192,87.0,['Kolkata'],2,"['Tax', 'Civil', 'Human Rights']","['Punjabi', 'Hindi', 'Tamil']",no,Suhana Baria,['Krishna LLC'],Individuals.,Female
1670,3.0,District Court,151,66.0,['Delhi'],3,"['Human Rights', 'Labor', 'Banking and Finance']","['Telugu', 'Odia', 'Tamil']",no,Suhana Bawa,['Keer-Saini'],Large Corporations.,Female
1671,5.0,District Court,338,83.0,['Bangalore'],14,"['Medical', 'Criminal', 'Human Rights']","['Punjabi', 'Telugu', 'Marathi']",no,Suhana Chada,['Banik LLC'],Individuals.,Female
