,Lawyer Names,0,1,2,3,4,5,6,7,8,First_Name,Gender
1486,Zain Doctor,"Zain Doctor has 6 years of experience in Consumer Protection Law, Criminal Law, and Environmental Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 276.60653348159974 USD per hour,He takes 123.81057163381678 Avg Days for Disposal,"He speaks: Bengali, Bengali and Hindi","He practices at Tata-Seth, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Zain,Male
1487,Zain Rajagopal,"Zain Rajagopal has 19 years of experience in Banking and Finance Law, Banking and Finance Law, and Medical Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 179.66846109983138 USD per hour,He takes 114.62142941583471 Avg Days for Disposal,"He speaks: Gujarati, Bengali and Tamil","He practices at Rajagopalan, Manda and Mandal, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Zain,Male
1488,Zain Yadav,"Zain Yadav has 15 years of experience in Immigration Law, Intellectual Property Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 449.4033823172861 USD per hour,He takes 94.90755829316686 Avg Days for Disposal,"He speaks: Hindi, Assamese and Urdu","He practices at Chokshi-Jaggi, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Zain,Male
1489,Zain Sandal,"Zain Sandal has 27 years of experience in Corporate Law, Labor Law, and Banking and Finance Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 168.18512556473314 USD per hour,He takes 65.02312055543933 Avg Days for Disposal,"He speaks: Assamese, Urdu and Urdu","He practices at Sachar Ltd, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Zain,Male
1490,Jayant Gandhi,"Jayant Gandhi has 19 years of experience in Real Estate Law, Human Rights Law, and Environmental Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 411.9684863619653 USD per hour,He takes 87.79290742778839 Avg Days for Disposal,"He speaks: Marathi, Assamese and Urdu","He practices at Anne Ltd, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Jayant,Male
1491,Jayant Gulati,"Jayant Gulati has 11 years of experience in Real Estate Law, Medical Law, and Human Rights Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 401.03781068073414 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Marathi, Bengali and Punjabi","He practices at Buch, Wali and Bail, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Jayant,Male
1492,Jayant Goda,"Jayant Goda has 18 years of experience in Intellectual Property Law, Corporate Law, and Consumer Protection Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Specialized Court,He charges 169.3782900887236 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Marathi, Marathi and Odia","He practices at Soman-Chander, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Jayant,Male
1493,Jayant Basu,"Jayant Basu has 2 years of experience in Intellectual Property Law, Consumer Protection Law, and Banking and Finance Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 443.7539148847866 USD per hour,He takes 105.43770654191951 Avg Days for Disposal,"He speaks: Telugu, Assamese and Bengali","He practices at Gopal-Soni, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Jayant,Male
1494,Jayant Doshi,"Jayant Doshi has 4 years of experience in Real Estate Law, Real Estate Law, and Constitutional Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 373.56026919512044 USD per hour,He takes 83.14172191021206 Avg Days for Disposal,"He speaks: Kannada, Urdu and Odia","He practices at Kohli-Vaidya, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Jayant,Male
1495,Jayant Kala,"Jayant Kala has 22 years of experience in Corporate Law, Labor Law, and Criminal Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 419.81065666439014 USD per hour,He takes 95.3858264022055 Avg Days for Disposal,"He speaks: Marathi, Bengali and Assamese","He practices at Subramaniam PLC, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Jayant,Male
1496,Jayant Soman,"Jayant Soman has 15 years of experience in Real Estate Law, Consumer Protection Law, and Human Rights Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 288.4140756815243 USD per hour,He takes 61.87661903928701 Avg Days for Disposal,"He speaks: Bengali, Odia and Marathi","He practices at Brar Ltd, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Jayant,Male
1497,Jayant Contractor,"Jayant Contractor has 1 years of experience in Medical Law, Media and Entertainment Law, and Civil Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 266.5065613175805 USD per hour,He takes 82.40047749318121 Avg Days for Disposal,"He speaks: Punjabi, Marathi and Marathi","He practices at Mannan-Bajwa, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Jayant,Male
1498,Jayant Rastogi,"Jayant Rastogi has 3 years of experience in Consumer Protection Law, Consumer Protection Law, and Tax Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 422.83861681167883 USD per hour,He takes 123.14408364063567 Avg Days for Disposal,"He speaks: Hindi, Kannada and Malayalam","He practices at Bose-Bhatt, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Jayant,Male
1499,Jayant Manda,"Jayant Manda has 19 years of experience in Intellectual Property Law, Banking and Finance Law, and Corporate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 328.750283218169 USD per hour,He takes 69.78436154535895 Avg Days for Disposal,"He speaks: Urdu, Assamese and Hindi","He practices at Kala-Sethi, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Jayant,Male
1500,Jayant Manne,"Jayant Manne has 4 years of experience in Banking and Finance Law, Constitutional Law, and Banking and Finance Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 304.2825273665121 USD per hour,He takes 88.55999007399213 Avg Days for Disposal,"He speaks: Hindi, Kannada and Marathi","He practices at Kohli PLC, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Jayant,Male
1501,Jayant Bumb,"Jayant Bumb has 22 years of experience in Media and Entertainment Law, Human Rights Law, and Criminal Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 221.89102045832567 USD per hour,He takes 107.06665171002993 Avg Days for Disposal,"He speaks: Odia, Marathi and Telugu","He practices at Seshadri, Mammen and Saran, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Jayant,Male
1502,Jayant Raman,"Jayant Raman has 11 years of experience in Constitutional Law, Media and Entertainment Law, and Medical Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 56.86917784071339 USD per hour,He takes 100.8976743350409 Avg Days for Disposal,"He speaks: Gujarati, Bengali and Gujarati","He practices at Kunda PLC, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Jayant,Male
1503,Amani Lal,"Amani Lal has 1 years of experience in Medical Law, Medical Law, and Media and Entertainment Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 445.75821208035154 USD per hour,He takes 93.54213614818651 Avg Days for Disposal,"He speaks: Odia, Hindi and Kannada","He practices at Grewal-Krishnan, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Amani,Female
1504,Amani Yohannan,"Amani Yohannan has 16 years of experience in Criminal Law, Family Law, and Family Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 208.53899789413023 USD per hour,He takes 81.61806271672565 Avg Days for Disposal,"He speaks: Bengali, Gujarati and Kannada","He practices at Kalla, Tella and Dass, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Amani,Female
1505,Amani Yogi,"Amani Yogi has 3 years of experience in Immigration Law, Tax Law, and Real Estate Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 428.19923774570907 USD per hour,He takes 86.77329299744265 Avg Days for Disposal,"He speaks: Assamese, Punjabi and Malayalam","He practices at Bhasin Group, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Amani,Female
1506,Amani Ranganathan,"Amani Ranganathan has 15 years of experience in Real Estate Law, Labor Law, and Labor Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 377.4106949607248 USD per hour,He takes 99.6703470492635 Avg Days for Disposal,"He speaks: Kannada, Odia and Bengali","He practices at Boase-Bhat, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Amani,Female
1507,Amani Hans,"Amani Hans has 6 years of experience in Tax Law, Immigration Law, and Family Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 406.4854722238603 USD per hour,He takes 76.37246232731714 Avg Days for Disposal,"He speaks: Urdu, Malayalam and Assamese","He practices at Halder, Bhatia and Choudhary, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Amani,Female
1508,Amani Shan,"Amani Shan has 29 years of experience in Banking and Finance Law, Environmental Law, and Human Rights Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 291.726194721813 USD per hour,He takes 96.00254407800746 Avg Days for Disposal,"He speaks: Odia, Urdu and Kannada","He practices at Tank PLC, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Amani,Female
1509,Amani Basak,"Amani Basak has 7 years of experience in Tax Law, Banking and Finance Law, and Medical Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 235.4421243346426 USD per hour,He takes 101.5096104390373 Avg Days for Disposal,"He speaks: Malayalam, Urdu and Urdu","He practices at Sha Ltd, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Amani,Female
1510,Amani Mallick,"Amani Mallick has 18 years of experience in Environmental Law, Corporate Law, and Medical Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 276.448643232333 USD per hour,He takes 80.05253114810726 Avg Days for Disposal,"He speaks: Urdu, Hindi and Telugu","He practices at Kohli-Sahota, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Amani,Female
1511,Bhamini Gera,"Bhamini Gera has 28 years of experience in Labor Law, Banking and Finance Law, and Criminal Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 234.51070403378435 USD per hour,He takes 103.57443062241299 Avg Days for Disposal,"He speaks: Malayalam, Telugu and Gujarati","He practices at Bhagat-Varghese, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Bhamini,Female
1512,Bhamini Kale,"Bhamini Kale has 18 years of experience in Criminal Law, Medical Law, and Labor Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 351.32506544188294 USD per hour,He takes 102.82802261622393 Avg Days for Disposal,"He speaks: Tamil, Gujarati and Telugu","He practices at Devi-Kashyap, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Bhamini,Female
1513,Bhamini Boase,"Bhamini Boase has 1 years of experience in Family Law, Banking and Finance Law, and Medical Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Specialized Court,He charges 196.51150963355514 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Kannada, Odia and Assamese","He practices at Varma-Rana, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Bhamini,Female
1514,Bhamini Khanna,"Bhamini Khanna has 25 years of experience in Environmental Law, Medical Law, and Constitutional Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 373.75698545148737 USD per hour,He takes 110.2805904896149 Avg Days for Disposal,"He speaks: Marathi, Marathi and Kannada","He practices at Sarraf-Venkatesh, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Bhamini,Female
1515,Bhamini Khalsa,"Bhamini Khalsa has 8 years of experience in Real Estate Law, Medical Law, and Tax Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 390.442362572888 USD per hour,He takes 103.89386236626588 Avg Days for Disposal,"He speaks: Bengali, Malayalam and Gujarati","He practices at Shankar-Garde, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Bhamini,Female
1516,Bhamini Gour,"Bhamini Gour has 14 years of experience in Media and Entertainment Law, Labor Law, and Immigration Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 107.12122595337937 USD per hour,He takes 73.14182392311609 Avg Days for Disposal,"He speaks: Malayalam, Odia and Kannada","He practices at Dixit, D’Alia and Sharaf, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Bhamini,Female
1517,Bhamini Kibe,"Bhamini Kibe has 14 years of experience in Family Law, Family Law, and Constitutional Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 266.4237236379366 USD per hour,He takes 130.4749325390563 Avg Days for Disposal,"He speaks: Tamil, Bengali and Assamese","He practices at Sant PLC, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Individuals.,Bhamini,Female
1518,Bhamini Basu,"Bhamini Basu has 16 years of experience in Intellectual Property Law, Tax Law, and Constitutional Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 259.06224399766074 USD per hour,He takes 66.7269386854781 Avg Days for Disposal,"He speaks: Punjabi, Hindi and Marathi","He practices at Balan-Sharaf, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Bhamini,Female
1519,Bhamini Hegde,"Bhamini Hegde has 12 years of experience in Family Law, Consumer Protection Law, and Civil Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 284.23424013868157 USD per hour,He takes 88.51028493311952 Avg Days for Disposal,"He speaks: Punjabi, Telugu and Urdu","He practices at Ramaswamy-Dara, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Bhamini,Female
1520,Miraya Chacko,"Miraya Chacko has 15 years of experience in Consumer Protection Law, Human Rights Law, and Labor Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 266.8977129797902 USD per hour,He takes 86.61289876385938 Avg Days for Disposal,"He speaks: Gujarati, Odia and Marathi","He practices at Kapoor Group, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Miraya,Female
1521,Miraya Boase,"Miraya Boase has 25 years of experience in Banking and Finance Law, Intellectual Property Law, and Civil Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 131.8138095501274 USD per hour,He takes 64.18383718559296 Avg Days for Disposal,"He speaks: Bengali, Tamil and Gujarati","He practices at Chakraborty PLC, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Miraya,Female
1522,Miraya Tank,"Miraya Tank has 19 years of experience in Tax Law, Real Estate Law, and Constitutional Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 348.70623077364985 USD per hour,He takes 76.83573964705643 Avg Days for Disposal,"He speaks: Assamese, Gujarati and Gujarati","He practices at Roy, Gour and Reddy, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Miraya,Female
1523,Miraya Rout,"Miraya Rout has 27 years of experience in Labor Law, Medical Law, and Medical Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 316.84313648997227 USD per hour,He takes 83.28183532602063 Avg Days for Disposal,"He speaks: Tamil, Bengali and Urdu","He practices at Bhardwaj and Sons, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Miraya,Female
1524,Miraya Toor,"Miraya Toor has 8 years of experience in Intellectual Property Law, Real Estate Law, and Media and Entertainment Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 473.24178549632643 USD per hour,He takes 83.09539856138456 Avg Days for Disposal,"He speaks: Odia, Punjabi and Punjabi","He practices at Acharya-Taneja, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Miraya,Female
1525,Miraya Kade,"Miraya Kade has 27 years of experience in Consumer Protection Law, Consumer Protection Law, and Constitutional Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 431.94541337659143 USD per hour,He takes 104.18894377905568 Avg Days for Disposal,"He speaks: Assamese, Kannada and Gujarati","He practices at Mallick, Bala and Shenoy, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Miraya,Female
1526,Miraya Dhawan,"Miraya Dhawan has 11 years of experience in Family Law, Tax Law, and Criminal Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 471.62716425891296 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Kannada, Gujarati and Assamese","He practices at Dar, Dixit and Ahluwalia, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Miraya,Female
1527,Pranay Dutta,"Pranay Dutta has 29 years of experience in Tax Law, Media and Entertainment Law, and Tax Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 351.07408189262657 USD per hour,He takes 106.12832311772874 Avg Days for Disposal,"He speaks: Gujarati, Gujarati and Assamese","He practices at Dhillon Ltd, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Pranay,Male
1528,Pranay Balasubramanian,"Pranay Balasubramanian has 3 years of experience in Media and Entertainment Law, Labor Law, and Medical Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 82.50320672261503 USD per hour,He takes 92.16465029152619 Avg Days for Disposal,"He speaks: Punjabi, Gujarati and Urdu","He practices at Comar, Khare and Shah, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Pranay,Male
1529,Pranay Tak,"Pranay Tak has 11 years of experience in Immigration Law, Civil Law, and Constitutional Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 191.71995235651963 USD per hour,He takes 96.22176693118861 Avg Days for Disposal,"He speaks: Telugu, Telugu and Bengali","He practices at Sankaran-Agarwal, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Pranay,Male
1530,Pranay Dhar,"Pranay Dhar has 28 years of experience in Immigration Law, Medical Law, and Consumer Protection Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 191.67851993393091 USD per hour,He takes 78.98757200818478 Avg Days for Disposal,"He speaks: Gujarati, Assamese and Tamil","He practices at Guha, Bhattacharyya and Acharya, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Pranay,Male
1531,Pranay Talwar,"Pranay Talwar has 4 years of experience in Constitutional Law, Criminal Law, and Civil Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 56.27705841136015 USD per hour,He takes 93.91150226224595 Avg Days for Disposal,"He speaks: Hindi, Telugu and Kannada","He practices at Shroff, Ratti and Saran, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Pranay,Male
1532,Pranay Dutt,"Pranay Dutt has 24 years of experience in Human Rights Law, Immigration Law, and Tax Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 486.24771905414525 USD per hour,He takes 89.6380633431754 Avg Days for Disposal,"He speaks: Assamese, Odia and Hindi","He practices at Subramanian-Bains, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Pranay,Male
1533,Pranay Chander,"Pranay Chander has 26 years of experience in Criminal Law, Human Rights Law, and Labor Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 144.17949268855392 USD per hour,He takes 90.113402705912 Avg Days for Disposal,"He speaks: Kannada, Malayalam and Gujarati","He practices at Buch LLC, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Pranay,Male
1534,Vivaan Vora,"Vivaan Vora has 29 years of experience in Immigration Law, Labor Law, and Real Estate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 148.5766278769475 USD per hour,He takes 83.71554831718149 Avg Days for Disposal,"He speaks: Bengali, Malayalam and Punjabi","He practices at Taneja LLC, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Individuals.,Vivaan,Male
1535,Vivaan Desai,"Vivaan Desai has 22 years of experience in Tax Law, Labor Law, and Immigration Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 240.5111123078537 USD per hour,He takes 99.1370327858027 Avg Days for Disposal,"He speaks: Odia, Kannada and Marathi","He practices at Kumar-Arya, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Vivaan,Male
1536,Vivaan Arora,"Vivaan Arora has 5 years of experience in Criminal Law, Media and Entertainment Law, and Media and Entertainment Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 50.180694811402944 USD per hour,He takes 91.46151165445954 Avg Days for Disposal,"He speaks: Malayalam, Bengali and Kannada","He practices at Kapoor, Saxena and Bandi, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Vivaan,Male
1537,Vivaan Dara,"Vivaan Dara has 17 years of experience in Real Estate Law, Immigration Law, and Civil Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 290.1276190891449 USD per hour,He takes 96.91617048444652 Avg Days for Disposal,"He speaks: Punjabi, Urdu and Malayalam","He practices at Zachariah-Grewal, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Vivaan,Male
1538,Vivaan Mallick,"Vivaan Mallick has 23 years of experience in Constitutional Law, Labor Law, and Family Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 334.97101280187 USD per hour,He takes 100.05074507723286 Avg Days for Disposal,"He speaks: Telugu, Punjabi and Urdu","He practices at Mangat PLC, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Vivaan,Male
1539,Vivaan Baral,"Vivaan Baral has 5 years of experience in Immigration Law, Media and Entertainment Law, and Intellectual Property Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 426.47909466544615 USD per hour,He takes 112.57593057912496 Avg Days for Disposal,"He speaks: Bengali, Kannada and Telugu","He practices at Chana, Hayer and Vig, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Vivaan,Male
1540,Vivaan Sarna,"Vivaan Sarna has 14 years of experience in Tax Law, Constitutional Law, and Human Rights Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 419.2887021595154 USD per hour,He takes 79.28902323026732 Avg Days for Disposal,"He speaks: Malayalam, Punjabi and Hindi","He practices at Boase-Kant, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Vivaan,Male
1541,Vivaan Kapadia,"Vivaan Kapadia has 9 years of experience in Banking and Finance Law, Real Estate Law, and Banking and Finance Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 284.0721003609781 USD per hour,He takes 75.44593011137641 Avg Days for Disposal,"He speaks: Punjabi, Telugu and Marathi","He practices at Chandran, Bera and Sahni, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Vivaan,Male
1542,Vivaan Bhavsar,"Vivaan Bhavsar has 20 years of experience in Labor Law, Banking and Finance Law, and Environmental Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 419.7099612923771 USD per hour,He takes 98.5671186305711 Avg Days for Disposal,"He speaks: Tamil, Punjabi and Kannada","He practices at Bora-Bora, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Vivaan,Male
1543,Vivaan Barad,"Vivaan Barad has 25 years of experience in Real Estate Law, Real Estate Law, and Corporate Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 374.2638887167868 USD per hour,He takes 112.73120723022313 Avg Days for Disposal,"He speaks: Marathi, Kannada and Urdu","He practices at Varkey Inc, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Vivaan,Male
1544,Vivaan Gour,"Vivaan Gour has 18 years of experience in Media and Entertainment Law, Human Rights Law, and Tax Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 126.73867522719888 USD per hour,He takes 111.22260994238331 Avg Days for Disposal,"He speaks: Urdu, Urdu and Telugu","He practices at Goel, Banerjee and Sha, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Vivaan,Male
1545,Mishti Handa,"Mishti Handa has 22 years of experience in Consumer Protection Law, Criminal Law, and Tax Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 364.69081451988666 USD per hour,He takes 78.65993970815093 Avg Days for Disposal,"He speaks: Telugu, Tamil and Urdu","He practices at Kale, Chacko and Chandra, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Mishti,Female
1546,Mishti Rege,"Mishti Rege has 26 years of experience in Immigration Law, Constitutional Law, and Intellectual Property Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 165.3315689161479 USD per hour,He takes 61.87488918792096 Avg Days for Disposal,"He speaks: Tamil, Odia and Gujarati","He practices at Bains, Lanka and Bhatti, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Mishti,Female
1547,Mishti Baral,"Mishti Baral has 6 years of experience in Immigration Law, Constitutional Law, and Media and Entertainment Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 201.74091582602873 USD per hour,He takes 107.07225496451427 Avg Days for Disposal,"He speaks: Urdu, Gujarati and Tamil","He practices at Lanka, Gour and Baria, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Mishti,Female
1548,Mishti Dani,"Mishti Dani has 10 years of experience in Immigration Law, Family Law, and Environmental Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 206.496543921997 USD per hour,He takes 79.59293373147267 Avg Days for Disposal,"He speaks: Telugu, Assamese and Malayalam","He practices at Dani, Sachar and Bhatia, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Mishti,Female
1549,Mishti Goswami,"Mishti Goswami has 4 years of experience in Constitutional Law, Environmental Law, and Intellectual Property Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 255.66077848668147 USD per hour,He takes 93.378850229754 Avg Days for Disposal,"He speaks: Malayalam, Tamil and Odia","He practices at Deo LLC, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Mishti,Female
1550,Samar Garde,"Samar Garde has 8 years of experience in Corporate Law, Family Law, and Civil Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 436.8865125582801 USD per hour,He takes 73.2310858794489 Avg Days for Disposal,"He speaks: Marathi, Malayalam and Marathi","He practices at Seth-Grewal, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Samar,Male
