,Lawyer Names,0,1,2,3,4,5,6,7,8,Gender
1467,Rohan Kapadia,"Rohan Kapadia has 29 years of experience in Corporate Law, Criminal Law, and Constitutional Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 143.07669977747383 USD per hour,He takes 86.8593658003213 Avg Days for Disposal,"He speaks: Bengali, Hindi and Odia","He practices at Dube and Sons, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Male
1468,Rohan Manne,"Rohan Manne has 14 years of experience in Medical Law, Banking and Finance Law, and Corporate Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 173.48568423605678 USD per hour,He takes 92.19713417479977 Avg Days for Disposal,"He speaks: Gujarati, Marathi and Marathi","He practices at Date-Kulkarni, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Male
1469,Rohan Rana,"Rohan Rana has 20 years of experience in Real Estate Law, Medical Law, and Constitutional Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 321.35623851406467 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Gujarati, Hindi and Odia","He practices at Khosla-Krishnan, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Male
1470,Rohan Rastogi,"Rohan Rastogi has 20 years of experience in Human Rights Law, Constitutional Law, and Criminal Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 201.40265831787957 USD per hour,He takes 75.65912172474908 Avg Days for Disposal,"He speaks: Punjabi, Odia and Marathi","He practices at Chanda-Dara, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Male
1471,Rohan Saini,"Rohan Saini has 20 years of experience in Intellectual Property Law, Labor Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 194.0268038826121 USD per hour,He takes 90.18254523424358 Avg Days for Disposal,"He speaks: Assamese, Odia and Punjabi","He practices at Kapadia, Swaminathan and Gill, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Individuals.,Male
1472,Rohan Sehgal,"Rohan Sehgal has 8 years of experience in Civil Law, Labor Law, and Environmental Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 55.76974227977262 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Odia, Malayalam and Bengali","He practices at Randhawa, Wali and Kata, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Male
1473,Rohan Sur,"Rohan Sur has 13 years of experience in Immigration Law, Banking and Finance Law, and Criminal Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 274.07686666201874 USD per hour,He takes 92.0711761262632 Avg Days for Disposal,"He speaks: Punjabi, Odia and Odia","He practices at Vasa-Sur, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Male
1474,Romil Arya,"Romil Arya has 21 years of experience in Civil Law, Criminal Law, and Civil Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 138.79128675922698 USD per hour,He takes 118.42722918163454 Avg Days for Disposal,"He speaks: Bengali, Punjabi and Odia","He practices at Manne and Sons, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Male
1475,Romil Bal,"Romil Bal has 13 years of experience in Family Law, Immigration Law, and Intellectual Property Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 400.26735704547104 USD per hour,He takes 77.03572107089197 Avg Days for Disposal,"He speaks: Gujarati, Telugu and Punjabi","He practices at Bera-Gandhi, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Male
1476,Romil Banik,"Romil Banik has 14 years of experience in Criminal Law, Family Law, and Tax Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 68.26357046061278 USD per hour,He takes 74.04968250254522 Avg Days for Disposal,"He speaks: Gujarati, Marathi and Bengali","He practices at Kade-Choudhry, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Male
1477,Romil Chaudhary,"Romil Chaudhary has 27 years of experience in Corporate Law, Tax Law, and Constitutional Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 102.8641544944218 USD per hour,He takes 83.45605451729956 Avg Days for Disposal,"He speaks: Assamese, Malayalam and Marathi","He practices at Grewal, Gade and Sankaran, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Male
1478,Romil Choudhury,"Romil Choudhury has 26 years of experience in Intellectual Property Law, Civil Law, and Civil Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 55.744441933053814 USD per hour,He takes 102.66683808107499 Avg Days for Disposal,"He speaks: Marathi, Telugu and Punjabi","He practices at Vasa, Tiwari and Saran, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Male
1479,Romil Doctor,"Romil Doctor has 12 years of experience in Family Law, Civil Law, and Criminal Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 326.9986804369306 USD per hour,He takes 69.41881219095579 Avg Days for Disposal,"He speaks: Punjabi, Urdu and Bengali","He practices at Gokhale-Bora, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Male
1480,Romil Dyal,"Romil Dyal has 2 years of experience in Human Rights Law, Labor Law, and Criminal Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 279.1010233343849 USD per hour,He takes 99.95469520549263 Avg Days for Disposal,"He speaks: Punjabi, Marathi and Marathi","He practices at Sane Inc, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Male
1481,Romil Goyal,"Romil Goyal has 22 years of experience in Media and Entertainment Law, Environmental Law, and Environmental Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 251.8183526011852 USD per hour,He takes 88.59144646930429 Avg Days for Disposal,"He speaks: Assamese, Bengali and Urdu","He practices at Baral-Deshpande, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Male
1482,Romil Iyer,"Romil Iyer has 11 years of experience in Labor Law, Corporate Law, and Banking and Finance Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 419.33112836707863 USD per hour,He takes 114.5844079139975 Avg Days for Disposal,"He speaks: Gujarati, Gujarati and Malayalam","He practices at Buch, Dua and Batra, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Male
1483,Romil Kapur,"Romil Kapur has 24 years of experience in Tax Law, Human Rights Law, and Labor Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 226.92669555391888 USD per hour,He takes 97.84985674092883 Avg Days for Disposal,"He speaks: Marathi, Assamese and Kannada","He practices at Sachdeva LLC, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Male
1484,Romil Magar,"Romil Magar has 11 years of experience in Corporate Law, Corporate Law, and Civil Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 360.0990866690708 USD per hour,He takes 92.03783852349436 Avg Days for Disposal,"He speaks: Assamese, Malayalam and Marathi","He practices at Sankar, Buch and Lad, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Male
1485,Romil Mall,"Romil Mall has 13 years of experience in Consumer Protection Law, Corporate Law, and Constitutional Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 366.77150016553196 USD per hour,He takes 68.86621345964213 Avg Days for Disposal,"He speaks: Gujarati, Kannada and Punjabi","He practices at Ratta Group, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Male
1486,Romil Rau,"Romil Rau has 10 years of experience in Immigration Law, Criminal Law, and Environmental Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 55.18670632384337 USD per hour,He takes 96.17036446727158 Avg Days for Disposal,"He speaks: Tamil, Malayalam and Hindi","He practices at Dora Group, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Male
1487,Romil Sandhu,"Romil Sandhu has 9 years of experience in Corporate Law, Banking and Finance Law, and Tax Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 393.4827103987767 USD per hour,He takes 107.86891022447749 Avg Days for Disposal,"He speaks: Kannada, Assamese and Bengali","He practices at Biswas, Issac and Grewal, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Male
1488,Romil Sharaf,"Romil Sharaf has 19 years of experience in Environmental Law, Immigration Law, and Family Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 465.4847787214683 USD per hour,He takes 102.89446180282269 Avg Days for Disposal,"He speaks: Marathi, Gujarati and Kannada","He practices at Bedi, Tara and Gala, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Male
1489,Ryan Arora,"Ryan Arora has 25 years of experience in Consumer Protection Law, Civil Law, and Criminal Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 104.85014543616154 USD per hour,He takes 101.66394092688408 Avg Days for Disposal,"He speaks: Punjabi, Hindi and Telugu","He practices at Bhavsar-Bhardwaj, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Male
1490,Ryan Barad,"Ryan Barad has 15 years of experience in Family Law, Tax Law, and Family Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 72.12237311977167 USD per hour,He takes 95.40339055616143 Avg Days for Disposal,"He speaks: Malayalam, Bengali and Bengali","He practices at Chad-Barad, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Male
1491,Ryan Dhar,"Ryan Dhar has 25 years of experience in Family Law, Family Law, and Medical Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 232.73695965189694 USD per hour,He takes 78.23754212460251 Avg Days for Disposal,"He speaks: Gujarati, Tamil and Marathi","He practices at Rao-Bhagat, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Male
1492,Ryan Doctor,"Ryan Doctor has 11 years of experience in Banking and Finance Law, Real Estate Law, and Real Estate Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 91.1673310683412 USD per hour,He takes 73.31508795494129 Avg Days for Disposal,"He speaks: Telugu, Urdu and Hindi","He practices at Koshy-Soman, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Male
1493,Ryan Hegde,"Ryan Hegde has 29 years of experience in Environmental Law, Immigration Law, and Banking and Finance Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 240.7136833281084 USD per hour,He takes 58.19869177319738 Avg Days for Disposal,"He speaks: Assamese, Marathi and Marathi","He practices at Ramanathan-Bawa, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Male
1494,Ryan Jaggi,"Ryan Jaggi has 17 years of experience in Consumer Protection Law, Human Rights Law, and Real Estate Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 74.82046577080345 USD per hour,He takes 100.01322120554994 Avg Days for Disposal,"He speaks: Telugu, Bengali and Odia","He practices at Kadakia and Sons, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Male
1495,Ryan Kala,"Ryan Kala has 10 years of experience in Immigration Law, Intellectual Property Law, and Real Estate Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 85.41435951837926 USD per hour,He takes 65.1716293171585 Avg Days for Disposal,"He speaks: Kannada, Kannada and Urdu","He practices at Ganesh-Uppal, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Individuals.,Male
1496,Ryan Ranganathan,"Ryan Ranganathan has 12 years of experience in Medical Law, Banking and Finance Law, and Constitutional Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 487.9151201421089 USD per hour,He takes 89.16221726020784 Avg Days for Disposal,"He speaks: Malayalam, Punjabi and Gujarati","He practices at Shanker, Kumer and Madan, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Male
1497,Ryan Vala,"Ryan Vala has 7 years of experience in Immigration Law, Constitutional Law, and Medical Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 454.9592945096023 USD per hour,He takes 98.49903222589089 Avg Days for Disposal,"He speaks: Hindi, Marathi and Odia","He practices at Mani Group, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Individuals.,Male
1498,Saanvi Barad,"Saanvi Barad has 29 years of experience in Banking and Finance Law, Constitutional Law, and Family Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 280.1865383642719 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Kannada, Kannada and Odia","He practices at Babu LLC, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Female
1499,Saanvi Bhatnagar,"Saanvi Bhatnagar has 2 years of experience in Media and Entertainment Law, Media and Entertainment Law, and Corporate Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 271.9613718616936 USD per hour,He takes 72.34160373823184 Avg Days for Disposal,"He speaks: Bengali, Marathi and Bengali","He practices at Bajwa Ltd, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Individuals.,Female
1500,Saanvi Deep,"Saanvi Deep has 15 years of experience in Medical Law, Consumer Protection Law, and Media and Entertainment Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 267.3563507797777 USD per hour,He takes 95.33007293385205 Avg Days for Disposal,"He speaks: Marathi, Hindi and Hindi","He practices at Sha Group, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Individuals.,Female
1501,Saanvi Garg,"Saanvi Garg has 24 years of experience in Corporate Law, Intellectual Property Law, and Criminal Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 155.32599875787463 USD per hour,He takes 85.318921019209 Avg Days for Disposal,"He speaks: Marathi, Urdu and Kannada","He practices at Gaba, Karnik and Singh, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Female
1502,Saanvi Issac,"Saanvi Issac has 4 years of experience in Medical Law, Environmental Law, and Banking and Finance Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 427.99920045977433 USD per hour,He takes 99.2274597641787 Avg Days for Disposal,"He speaks: Gujarati, Kannada and Telugu","He practices at Dua-Deshmukh, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Individuals.,Female
1503,Saanvi Kapur,"Saanvi Kapur has 28 years of experience in Constitutional Law, Consumer Protection Law, and Criminal Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 246.22113835336057 USD per hour,He takes 89.33090201725499 Avg Days for Disposal,"He speaks: Gujarati, Kannada and Bengali","He practices at Gera and Sons, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Female
1504,Saanvi Madan,"Saanvi Madan has 10 years of experience in Criminal Law, Tax Law, and Environmental Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 215.27496557631915 USD per hour,He takes 89.26755246099445 Avg Days for Disposal,"He speaks: Tamil, Malayalam and Odia","He practices at Kala, Thaker and Srinivasan, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Individuals.,Female
1505,Saanvi Mani,"Saanvi Mani has 2 years of experience in Intellectual Property Law, Media and Entertainment Law, and Media and Entertainment Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 442.9644605112527 USD per hour,He takes 85.74439907452903 Avg Days for Disposal,"He speaks: Marathi, Telugu and Punjabi","He practices at Hans, Dara and Sarna, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Female
1506,Saanvi Thakur,"Saanvi Thakur has 2 years of experience in Labor Law, Banking and Finance Law, and Media and Entertainment Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 122.44299425931864 USD per hour,He takes 79.06561124950257 Avg Days for Disposal,"He speaks: Telugu, Kannada and Urdu","He practices at Garde, Bassi and Tailor, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Female
1507,Sahil Bhardwaj,"Sahil Bhardwaj has 23 years of experience in Consumer Protection Law, Medical Law, and Constitutional Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 326.3759826435017 USD per hour,He takes 92.44194927149869 Avg Days for Disposal,"He speaks: Odia, Hindi and Punjabi","He practices at Choudhury, Sagar and Lal, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Male
1508,Sahil Borde,"Sahil Borde has 22 years of experience in Immigration Law, Medical Law, and Environmental Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 440.12346927373056 USD per hour,He takes 104.82913190248762 Avg Days for Disposal,"He speaks: Tamil, Punjabi and Telugu","He practices at Ravel-Sahni, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Male
1509,Sahil D’Alia,"Sahil D’Alia has 1 years of experience in Labor Law, Immigration Law, and Banking and Finance Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 100.95955323791894 USD per hour,He takes 88.54859845219666 Avg Days for Disposal,"He speaks: Malayalam, Punjabi and Odia","He practices at Dhillon-Kumar, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Male
1510,Sahil Hans,"Sahil Hans has 2 years of experience in Intellectual Property Law, Criminal Law, and Media and Entertainment Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 170.24445296873336 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Malayalam, Telugu and Gujarati","He practices at Ramachandran, Basak and Jaggi, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Male
1511,Sahil Kar,"Sahil Kar has 1 years of experience in Labor Law, Family Law, and Medical Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 205.91117918540024 USD per hour,He takes 98.36112835276778 Avg Days for Disposal,"He speaks: Urdu, Marathi and Telugu","He practices at Barman Inc, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Male
1512,Sahil Rau,"Sahil Rau has 24 years of experience in Real Estate Law, Labor Law, and Immigration Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Specialized Court,He charges 66.02546762277866 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Marathi, Assamese and Tamil","He practices at Sandhu, Kulkarni and Kari, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Male
1513,Sahil Sankar,"Sahil Sankar has 2 years of experience in Civil Law, Human Rights Law, and Labor Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 129.86682574595528 USD per hour,He takes 90.98606490070931 Avg Days for Disposal,"He speaks: Marathi, Urdu and Malayalam","He practices at Anand-Wagle, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Male
1514,Sahil Sawhney,"Sahil Sawhney has 22 years of experience in Real Estate Law, Immigration Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 126.80484588600515 USD per hour,He takes 83.31363810304727 Avg Days for Disposal,"He speaks: Kannada, Tamil and Telugu","He practices at Manne-Vasa, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Male
1515,Sahil Taneja,"Sahil Taneja has 1 years of experience in Environmental Law, Labor Law, and Consumer Protection Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 116.3538541697808 USD per hour,He takes 62.49441348555848 Avg Days for Disposal,"He speaks: Marathi, Punjabi and Bengali","He practices at Shukla-Deo, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Male
1516,Saira Chander,"Saira Chander has 24 years of experience in Criminal Law, Tax Law, and Banking and Finance Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 400.3321460277486 USD per hour,He takes 84.33352668716284 Avg Days for Disposal,"He speaks: Tamil, Odia and Telugu","He practices at Chada, Contractor and Bhattacharyya, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Female
1517,Saira Chhabra,"Saira Chhabra has 19 years of experience in Immigration Law, Labor Law, and Real Estate Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 107.16510918795427 USD per hour,He takes 122.9017432543258 Avg Days for Disposal,"He speaks: Hindi, Kannada and Punjabi","He practices at Sachdev, Agarwal and Hayer, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Female
1518,Saira De,"Saira De has 11 years of experience in Human Rights Law, Media and Entertainment Law, and Tax Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 299.52010144452686 USD per hour,He takes 79.147700663703 Avg Days for Disposal,"He speaks: Gujarati, Gujarati and Hindi","He practices at Ratta, Sem and Kant, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Female
1519,Saira Gala,"Saira Gala has 7 years of experience in Consumer Protection Law, Corporate Law, and Constitutional Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 252.10553626861287 USD per hour,He takes 112.28216053908824 Avg Days for Disposal,"He speaks: Bengali, Urdu and Punjabi","He practices at Sharaf, Bala and Ghose, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Female
1520,Saira Loke,"Saira Loke has 2 years of experience in Immigration Law, Family Law, and Human Rights Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 427.02862140748334 USD per hour,He takes 88.83267845795291 Avg Days for Disposal,"He speaks: Odia, Kannada and Urdu","He practices at Tailor Inc, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Female
1521,Saira Madan,"Saira Madan has 4 years of experience in Intellectual Property Law, Media and Entertainment Law, and Medical Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 322.2957300067178 USD per hour,He takes 57.56951550108842 Avg Days for Disposal,"He speaks: Telugu, Marathi and Gujarati","He practices at Kamdar, Srivastava and Ramakrishnan, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Female
1522,Saira Ratti,"Saira Ratti has 27 years of experience in Labor Law, Medical Law, and Corporate Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 469.1706741135167 USD per hour,He takes 95.98145646637221 Avg Days for Disposal,"He speaks: Bengali, Gujarati and Bengali","He practices at Batra, Dugar and Singh, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Female
1523,Saira Sundaram,"Saira Sundaram has 28 years of experience in Criminal Law, Media and Entertainment Law, and Family Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 475.1375360945953 USD per hour,He takes 87.38028081477557 Avg Days for Disposal,"He speaks: Assamese, Telugu and Tamil","He practices at Yohannan, Ramanathan and Dua, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Female
1524,Saira Thakur,"Saira Thakur has 1 years of experience in Consumer Protection Law, Media and Entertainment Law, and Tax Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 294.2951595623623 USD per hour,He takes 75.04157568841836 Avg Days for Disposal,"He speaks: Odia, Bengali and Odia","He practices at Gala LLC, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Female
1525,Saira Upadhyay,"Saira Upadhyay has 27 years of experience in Banking and Finance Law, Labor Law, and Real Estate Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 164.78925008962915 USD per hour,He takes 101.5569539353084 Avg Days for Disposal,"He speaks: Kannada, Gujarati and Odia","He practices at Varughese, Shroff and Goyal, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Female
1526,Saira Vasa,"Saira Vasa has 13 years of experience in Consumer Protection Law, Banking and Finance Law, and Media and Entertainment Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 118.69617404335268 USD per hour,He takes 95.55510400993269 Avg Days for Disposal,"He speaks: Hindi, Malayalam and Telugu","He practices at Sha-Apte, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Female
1527,Saksham Amble,"Saksham Amble has 19 years of experience in Criminal Law, Banking and Finance Law, and Criminal Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 406.7780203730872 USD per hour,He takes 79.70191870269346 Avg Days for Disposal,"He speaks: Malayalam, Hindi and Tamil","He practices at Bali, Madan and Kata, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Male
1528,Saksham Balan,"Saksham Balan has 12 years of experience in Real Estate Law, Civil Law, and Banking and Finance Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 452.19838449287516 USD per hour,He takes 82.79138380196288 Avg Days for Disposal,"He speaks: Urdu, Assamese and Malayalam","He practices at Vaidya, Sawhney and Sankaran, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Male
1529,Saksham Dixit,"Saksham Dixit has 5 years of experience in Intellectual Property Law, Environmental Law, and Immigration Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 135.99753021101523 USD per hour,He takes 95.99204058903277 Avg Days for Disposal,"He speaks: Urdu, Telugu and Assamese","He practices at Keer, Barman and Srivastava, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Male
1530,Saksham Dubey,"Saksham Dubey has 21 years of experience in Corporate Law, Civil Law, and Immigration Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 396.4881281929704 USD per hour,He takes 79.26730521772157 Avg Days for Disposal,"He speaks: Punjabi, Bengali and Marathi","He practices at Mani-Seth, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Individuals.,Male
1531,Saksham Jani,"Saksham Jani has 14 years of experience in Environmental Law, Corporate Law, and Immigration Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 421.64970189206656 USD per hour,He takes 83.55547532208737 Avg Days for Disposal,"He speaks: Punjabi, Punjabi and Tamil","He practices at Gara, Divan and Singhal, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Male
1532,Saksham Kumer,"Saksham Kumer has 15 years of experience in Civil Law, Medical Law, and Consumer Protection Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 476.3425991269069 USD per hour,He takes 96.96376857184505 Avg Days for Disposal,"He speaks: Punjabi, Punjabi and Assamese","He practices at Bakshi, Maharaj and Aurora, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Male
1533,Saksham Roy,"Saksham Roy has 27 years of experience in Tax Law, Corporate Law, and Real Estate Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 119.01417233708554 USD per hour,He takes 98.44281720685696 Avg Days for Disposal,"He speaks: Hindi, Kannada and Hindi","He practices at Kata and Sons, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Male
