Lawyer Names,0,1,2,3,4,5,6,7,8
Badal Bajaj,"Badal Bajaj has 23 years of experience in Tax Law, Corporate Law, and Consumer Protection Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 201.0007407634957 USD per hour,He takes 63.30841611864854 Avg Days for Disposal,"He speaks: Odia, Assamese and Hindi","He practices at Mahajan Group, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Vaibhav Bhatnagar,"Vaibhav Bhatnagar has 28 years of experience in Immigration Law, Family Law, and Family Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 489.2090708860224 USD per hour,He takes 82.00493877260499 Avg Days for Disposal,"He speaks: Malayalam, Hindi and Assamese","He practices at Yogi, Chaudry and Kapoor, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.
Suhana Dewan,"Suhana Dewan has 18 years of experience in Media and Entertainment Law, Labor Law, and Environmental Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Supreme Court,He charges 443.10000930218996 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Kannada, Marathi and Odia","He practices at Sarin PLC, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Large Corporations.
Kabir Dyal,"Kabir Dyal has 7 years of experience in Banking and Finance Law, Criminal Law, and Banking and Finance Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 198.22013016539796 USD per hour,He takes 88.8181739987955 Avg Days for Disposal,"He speaks: Gujarati, Kannada and Malayalam","He practices at Kapoor, Dhar and Rout, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Individuals.
Ojas Lanka,"Ojas Lanka has 29 years of experience in Civil Law, Civil Law, and Human Rights Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 314.5079322798675 USD per hour,He takes 80.44732178594415 Avg Days for Disposal,"He speaks: Telugu, Hindi and Tamil","He practices at Savant-Vora, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Faiyaz Vyas,"Faiyaz Vyas has 8 years of experience in Environmental Law, Immigration Law, and Civil Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 431.28353549097227 USD per hour,He takes 101.11525427004673 Avg Days for Disposal,"He speaks: Bengali, Tamil and Kannada","He practices at Tailor, Gokhale and Kade, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Jhanvi Doshi,"Jhanvi Doshi has 1 years of experience in Environmental Law, Constitutional Law, and Immigration Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 248.5734515375309 USD per hour,He takes 85.67774606366225 Avg Days for Disposal,"He speaks: Telugu, Assamese and Gujarati","He practices at Mangat LLC, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Faiyaz Dave,"Faiyaz Dave has 25 years of experience in Family Law, Real Estate Law, and Banking and Finance Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 58.08103868756793 USD per hour,He takes 92.25711748160852 Avg Days for Disposal,"He speaks: Marathi, Marathi and Kannada","He practices at Walla Group, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Jivin Aggarwal,"Jivin Aggarwal has 23 years of experience in Labor Law, Civil Law, and Intellectual Property Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 83.52970781838803 USD per hour,He takes 92.36451837661416 Avg Days for Disposal,"He speaks: Marathi, Urdu and Hindi","He practices at Dugar Ltd, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Ehsaan Sama,"Ehsaan Sama has 3 years of experience in Media and Entertainment Law, Human Rights Law, and Constitutional Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 279.676724606918 USD per hour,He takes 92.92432638618281 Avg Days for Disposal,"He speaks: Urdu, Gujarati and Odia","He practices at Agrawal Group, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.
Pranay Dutt,"Pranay Dutt has 24 years of experience in Human Rights Law, Immigration Law, and Tax Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 486.24771905414525 USD per hour,He takes 89.6380633431754 Avg Days for Disposal,"He speaks: Assamese, Odia and Hindi","He practices at Subramanian-Bains, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Individuals.
Himmat Mandal,"Himmat Mandal has 23 years of experience in Labor Law, Medical Law, and Human Rights Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 361.9442939984905 USD per hour,He takes 97.65901035615471 Avg Days for Disposal,"He speaks: Gujarati, Hindi and Telugu","He practices at Saxena PLC, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Individuals.
Madhup Hayre,"Madhup Hayre has 27 years of experience in Real Estate Law, Banking and Finance Law, and Banking and Finance Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 81.9122861473563 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Assamese, Malayalam and Kannada","He practices at Desai PLC, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Nakul Gera,"Nakul Gera has 29 years of experience in Real Estate Law, Immigration Law, and Consumer Protection Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 135.21239410633825 USD per hour,He takes 110.99126889980825 Avg Days for Disposal,"He speaks: Marathi, Punjabi and Assamese","He practices at Bhandari PLC, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Oorja Sridhar,"Oorja Sridhar has 8 years of experience in Intellectual Property Law, Banking and Finance Law, and Real Estate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 397.0954144475825 USD per hour,He takes 86.45193924947198 Avg Days for Disposal,"He speaks: Punjabi, Marathi and Malayalam","He practices at Sengupta-De, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Large Corporations.
Madhup Rama,"Madhup Rama has 22 years of experience in Tax Law, Labor Law, and Human Rights Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 428.64789198031013 USD per hour,He takes 70.32676293151977 Avg Days for Disposal,"He speaks: Urdu, Urdu and Hindi","He practices at Khurana, Agate and Kala, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Kabir Sabharwal,"Kabir Sabharwal has 25 years of experience in Tax Law, Labor Law, and Civil Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 327.9625637848659 USD per hour,He takes 92.82110035487659 Avg Days for Disposal,"He speaks: Odia, Punjabi and Hindi","He practices at Bhasin and Sons, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Ela Goswami,"Ela Goswami has 15 years of experience in Tax Law, Human Rights Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 339.9904263334175 USD per hour,He takes 77.23229276328773 Avg Days for Disposal,"He speaks: Urdu, Gujarati and Urdu","He practices at Yogi, Gandhi and Thakkar, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Lakshit Chhabra,"Lakshit Chhabra has 5 years of experience in Intellectual Property Law, Labor Law, and Media and Entertainment Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 62.751852672523086 USD per hour,He takes 99.98001801763313 Avg Days for Disposal,"He speaks: Telugu, Gujarati and Tamil","He practices at Choudhry and Sons, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Individuals.
Jayant Rastogi,"Jayant Rastogi has 3 years of experience in Consumer Protection Law, Consumer Protection Law, and Tax Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 422.83861681167883 USD per hour,He takes 123.14408364063567 Avg Days for Disposal,"He speaks: Hindi, Kannada and Malayalam","He practices at Bose-Bhatt, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Ela Mallick,"Ela Mallick has 19 years of experience in Criminal Law, Intellectual Property Law, and Family Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 404.72384367687334 USD per hour,He takes 78.20141862663225 Avg Days for Disposal,"He speaks: Malayalam, Punjabi and Urdu","He practices at Bhattacharyya-Keer, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Individuals.
Shamik Keer,"Shamik Keer has 1 years of experience in Banking and Finance Law, Intellectual Property Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 166.5658148465062 USD per hour,He takes 94.98558499835977 Avg Days for Disposal,"He speaks: Punjabi, Kannada and Telugu","He practices at Bumb, Raju and Lad, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.
Dhanuk Sarin,"Dhanuk Sarin has 28 years of experience in Banking and Finance Law, Immigration Law, and Constitutional Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Supreme Court,He charges 368.90452398447815 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Punjabi, Kannada and Punjabi","He practices at Dutt, Bava and Toor, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.
Hunar Saraf,"Hunar Saraf has 15 years of experience in Labor Law, Labor Law, and Tax Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 146.68457289124916 USD per hour,He takes 96.80857844162021 Avg Days for Disposal,"He speaks: Tamil, Kannada and Assamese","He practices at Subramaniam-Sani, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Shalv Dutt,"Shalv Dutt has 8 years of experience in Family Law, Tax Law, and Media and Entertainment Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 68.14857247318085 USD per hour,He takes 76.71429300300466 Avg Days for Disposal,"He speaks: Punjabi, Assamese and Punjabi","He practices at Konda, Maharaj and Choudhary, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Akarsh Gandhi,"Akarsh Gandhi has 2 years of experience in Immigration Law, Constitutional Law, and Labor Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 140.5114441656698 USD per hour,He takes 80.62748072348276 Avg Days for Disposal,"He speaks: Punjabi, Kannada and Urdu","He practices at Brar-Varkey, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Hridaan Basu,"Hridaan Basu has 3 years of experience in Labor Law, Civil Law, and Immigration Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 130.38299453943478 USD per hour,He takes 73.48070265240258 Avg Days for Disposal,"He speaks: Telugu, Urdu and Bengali","He practices at Vaidya-Sarin, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Veer Chada,"Veer Chada has 24 years of experience in Real Estate Law, Civil Law, and Tax Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 201.98659853068125 USD per hour,He takes 100.98226839082103 Avg Days for Disposal,"He speaks: Kannada, Odia and Kannada","He practices at Bhasin-Ganguly, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Sumer Sura,"Sumer Sura has 14 years of experience in Environmental Law, Intellectual Property Law, and Real Estate Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 238.30227372895615 USD per hour,He takes 105.10956536209893 Avg Days for Disposal,"He speaks: Punjabi, Telugu and Assamese","He practices at Kaur, Venkatesh and Sehgal, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.
Kismat Gopal,"Kismat Gopal has 24 years of experience in Media and Entertainment Law, Immigration Law, and Intellectual Property Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 278.84250117396857 USD per hour,He takes 90.35077821987761 Avg Days for Disposal,"He speaks: Hindi, Urdu and Urdu","He practices at Roy-Dash, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Ayesha Shenoy,"Ayesha Shenoy has 14 years of experience in Corporate Law, Human Rights Law, and Media and Entertainment Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 264.53924397874766 USD per hour,He takes 77.0335994199642 Avg Days for Disposal,"He speaks: Malayalam, Tamil and Marathi","He practices at Hari-Cherian, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Individuals.
Prerak Bedi,"Prerak Bedi has 11 years of experience in Medical Law, Real Estate Law, and Constitutional Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 171.8035726843802 USD per hour,He takes 113.84284554155794 Avg Days for Disposal,"He speaks: Bengali, Kannada and Marathi","He practices at Sankar-Setty, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Armaan Mani,"Armaan Mani has 16 years of experience in Civil Law, Corporate Law, and Environmental Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Specialized Court,He charges 63.12680085833351 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Telugu, Marathi and Malayalam","He practices at Wali, Raja and Bhakta, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Saira Madan,"Saira Madan has 4 years of experience in Intellectual Property Law, Media and Entertainment Law, and Medical Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 322.2957300067178 USD per hour,He takes 57.56951550108842 Avg Days for Disposal,"He speaks: Telugu, Marathi and Gujarati","He practices at Kamdar, Srivastava and Ramakrishnan, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Neysa Dada,"Neysa Dada has 20 years of experience in Constitutional Law, Corporate Law, and Corporate Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 228.08517343130947 USD per hour,He takes 96.87583514935602 Avg Days for Disposal,"He speaks: Assamese, Punjabi and Telugu","He practices at Barad, Hari and Khosla, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Samarth De,"Samarth De has 5 years of experience in Corporate Law, Intellectual Property Law, and Tax Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 184.40247082439737 USD per hour,He takes 73.42837989537725 Avg Days for Disposal,"He speaks: Kannada, Malayalam and Malayalam","He practices at Kant Inc, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Individuals.
Sahil Borde,"Sahil Borde has 22 years of experience in Immigration Law, Medical Law, and Environmental Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 440.12346927373056 USD per hour,He takes 104.82913190248762 Avg Days for Disposal,"He speaks: Tamil, Punjabi and Telugu","He practices at Ravel-Sahni, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Urvi Rajan,"Urvi Rajan has 21 years of experience in Tax Law, Real Estate Law, and Environmental Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 386.0344885091719 USD per hour,He takes 84.28293454989871 Avg Days for Disposal,"He speaks: Kannada, Tamil and Urdu","He practices at Brar-Bhagat, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Ivana Gola,"Ivana Gola has 14 years of experience in Real Estate Law, Consumer Protection Law, and Criminal Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 435.994496767599 USD per hour,He takes 99.05569860816294 Avg Days for Disposal,"He speaks: Malayalam, Malayalam and Odia","He practices at Sridhar-Rau, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.
Aradhya Gill,"Aradhya Gill has 23 years of experience in Medical Law, Consumer Protection Law, and Media and Entertainment Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 272.74225762060746 USD per hour,He takes 111.02250519828237 Avg Days for Disposal,"He speaks: Malayalam, Urdu and Hindi","He practices at Sarma Inc, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Hansh Sachdev,"Hansh Sachdev has 16 years of experience in Human Rights Law, Intellectual Property Law, and Real Estate Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 108.91906345704987 USD per hour,He takes 71.86711703068917 Avg Days for Disposal,"He speaks: Urdu, Malayalam and Tamil","He practices at Madan and Sons, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Adah Ramakrishnan,"Adah Ramakrishnan has 18 years of experience in Real Estate Law, Corporate Law, and Medical Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 363.29964625457256 USD per hour,He takes 81.51094303661392 Avg Days for Disposal,"He speaks: Assamese, Marathi and Hindi","He practices at Khalsa-Chauhan, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Yasmin Comar,"Yasmin Comar has 7 years of experience in Real Estate Law, Medical Law, and Real Estate Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 142.73320097172888 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Bengali, Bengali and Hindi","He practices at Deol-Sibal, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Individuals.
Shayak Dasgupta,"Shayak Dasgupta has 10 years of experience in Tax Law, Real Estate Law, and Criminal Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 248.55335109127256 USD per hour,He takes 113.06326978551516 Avg Days for Disposal,"He speaks: Malayalam, Assamese and Telugu","He practices at Comar, Wable and Devan, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Individuals.
Kiara Karpe,"Kiara Karpe has 7 years of experience in Constitutional Law, Medical Law, and Labor Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 79.25035502699983 USD per hour,He takes 80.12425923089332 Avg Days for Disposal,"He speaks: Marathi, Assamese and Telugu","He practices at Ravel, Bhatti and Ganesan, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Sana Iyengar,"Sana Iyengar has 1 years of experience in Intellectual Property Law, Labor Law, and Corporate Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 421.3887810903421 USD per hour,He takes 81.08244456076488 Avg Days for Disposal,"He speaks: Odia, Bengali and Marathi","He practices at Mann PLC, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Individuals.
Dhanush Kulkarni,"Dhanush Kulkarni has 23 years of experience in Corporate Law, Immigration Law, and Immigration Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 106.67328847137526 USD per hour,He takes 97.17210863333713 Avg Days for Disposal,"He speaks: Marathi, Assamese and Telugu","He practices at Ratti Inc, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.
Tarini Bora,"Tarini Bora has 21 years of experience in Tax Law, Human Rights Law, and Media and Entertainment Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 456.3938781721894 USD per hour,He takes 81.34156911434144 Avg Days for Disposal,"He speaks: Tamil, Telugu and Urdu","He practices at Ramesh, Mane and Ganesh, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Ira Gaba,"Ira Gaba has 19 years of experience in Immigration Law, Civil Law, and Intellectual Property Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 438.9037710177007 USD per hour,He takes 92.28788824346425 Avg Days for Disposal,"He speaks: Tamil, Bengali and Assamese","He practices at Vyas, Sami and Kapur, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.
Bhamini Basu,"Bhamini Basu has 16 years of experience in Intellectual Property Law, Tax Law, and Constitutional Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 259.06224399766074 USD per hour,He takes 66.7269386854781 Avg Days for Disposal,"He speaks: Punjabi, Hindi and Marathi","He practices at Balan-Sharaf, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Yakshit Chawla,"Yakshit Chawla has 29 years of experience in Immigration Law, Family Law, and Intellectual Property Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 384.9656919367958 USD per hour,He takes 123.21494913834894 Avg Days for Disposal,"He speaks: Kannada, Kannada and Kannada","He practices at Kothari-Sahota, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Jayant Manda,"Jayant Manda has 19 years of experience in Intellectual Property Law, Banking and Finance Law, and Corporate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 328.750283218169 USD per hour,He takes 69.78436154535895 Avg Days for Disposal,"He speaks: Urdu, Assamese and Hindi","He practices at Kala-Sethi, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Large Corporations.
Khushi Vaidya,"Khushi Vaidya has 4 years of experience in Constitutional Law, Banking and Finance Law, and Intellectual Property Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 411.3840390519852 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Punjabi, Tamil and Kannada","He practices at Lad, Bal and Sathe, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Siya Bath,"Siya Bath has 29 years of experience in Civil Law, Immigration Law, and Criminal Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 244.31229535366043 USD per hour,He takes 89.51278446236859 Avg Days for Disposal,"He speaks: Gujarati, Punjabi and Malayalam","He practices at Biswas Inc, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Indrajit Brahmbhatt,"Indrajit Brahmbhatt has 28 years of experience in Immigration Law, Labor Law, and Real Estate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 403.6138179099575 USD per hour,He takes 118.69032201535194 Avg Days for Disposal,"He speaks: Urdu, Hindi and Hindi","He practices at Sule-Gokhale, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Vaibhav Rastogi,"Vaibhav Rastogi has 18 years of experience in Tax Law, Media and Entertainment Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 258.10556767931655 USD per hour,He takes 70.1273132860089 Avg Days for Disposal,"He speaks: Tamil, Odia and Malayalam","He practices at Balan-Yadav, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Large Corporations.
Anahi Babu,"Anahi Babu has 2 years of experience in Intellectual Property Law, Environmental Law, and Media and Entertainment Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 473.43460452925723 USD per hour,He takes 119.75556203218127 Avg Days for Disposal,"He speaks: Tamil, Kannada and Hindi","He practices at Tak-Sharma, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Anay Jani,"Anay Jani has 1 years of experience in Banking and Finance Law, Corporate Law, and Civil Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 268.8674453713164 USD per hour,He takes 101.35765231653033 Avg Days for Disposal,"He speaks: Telugu, Marathi and Gujarati","He practices at Cherian LLC, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.
Mohanlal Saxena,"Mohanlal Saxena has 15 years of experience in Real Estate Law, Banking and Finance Law, and Environmental Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 258.17867237017833 USD per hour,He takes 96.2564298663487 Avg Days for Disposal,"He speaks: Gujarati, Kannada and Hindi","He practices at Balakrishnan, Golla and Ahuja, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Jivin Ray,"Jivin Ray has 5 years of experience in Consumer Protection Law, Labor Law, and Human Rights Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 403.2823377035807 USD per hour,He takes 75.23049469473067 Avg Days for Disposal,"He speaks: Punjabi, Assamese and Odia","He practices at Ben LLC, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.
Vivaan Bhavsar,"Vivaan Bhavsar has 20 years of experience in Labor Law, Banking and Finance Law, and Environmental Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 419.7099612923771 USD per hour,He takes 98.5671186305711 Avg Days for Disposal,"He speaks: Tamil, Punjabi and Kannada","He practices at Bora-Bora, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Large Corporations.
Saira De,"Saira De has 11 years of experience in Human Rights Law, Media and Entertainment Law, and Tax Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 299.52010144452686 USD per hour,He takes 79.147700663703 Avg Days for Disposal,"He speaks: Gujarati, Gujarati and Hindi","He practices at Ratta, Sem and Kant, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.
Purab Sami,"Purab Sami has 10 years of experience in Real Estate Law, Environmental Law, and Corporate Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 130.9090160727839 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Bengali, Malayalam and Bengali","He practices at Jayaraman Group, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Misha Ben,"Misha Ben has 2 years of experience in Criminal Law, Medical Law, and Labor Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 260.4912039309108 USD per hour,He takes 75.434069563384 Avg Days for Disposal,"He speaks: Odia, Malayalam and Bengali","He practices at Lall-Dar, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Large Corporations.
Adira Virk,"Adira Virk has 3 years of experience in Civil Law, Intellectual Property Law, and Consumer Protection Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 485.63262630935526 USD per hour,He takes 88.30262258315874 Avg Days for Disposal,"He speaks: Kannada, Gujarati and Bengali","He practices at Loyal-Basak, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Individuals.
Ivan Bath,"Ivan Bath has 23 years of experience in Civil Law, Real Estate Law, and Consumer Protection Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 388.8437868676333 USD per hour,He takes 81.67090367980242 Avg Days for Disposal,"He speaks: Tamil, Hindi and Urdu","He practices at Gade Inc, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Large Corporations.
Vardaniya Apte,"Vardaniya Apte has 23 years of experience in Real Estate Law, Civil Law, and Civil Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 415.0231717456095 USD per hour,He takes 75.18715556359508 Avg Days for Disposal,"He speaks: Bengali, Urdu and Marathi","He practices at Sanghvi LLC, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Krish D’Alia,"Krish D’Alia has 12 years of experience in Human Rights Law, Media and Entertainment Law, and Banking and Finance Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 64.77147446865806 USD per hour,He takes 101.11979725361871 Avg Days for Disposal,"He speaks: Urdu, Marathi and Kannada","He practices at Saran-Ben, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
